tourney_name,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
abudhabi,,,,,,,,,,,,,,,,1.0815318208298743,,1.1874025260392318
acapulco,,0.7476366145857823,0.9893043183378958,0.8671014485770732,0.9698688067121504,0.7990603664771387,0.9499553946612066,0.5153710672304592,1.1781334510643113,0.8037196571893331,0.9450806067012905,0.7187350553224131,0.8982592525685023,0.7672033318962473,0.8867404656526129,,,
adelaide,,,,,,,,,,,,,,,1.148890783351397,1.0337691679035983,1.2770268700543446,1.2860805695561175
ameliaisland,0.8491392395780771,0.8753170188848928,0.9583642671432294,,,,,,,,,,,,,,,
andorra5,,,,,,,,,,,,,,,,,1.1894030733423777,
angers,,,,,,,,,,,,,,,,1.328903206431094,,
angers5,,,,,,,,,,,,,,,,,1.0712192473363327,
anning,,,,,,,,,,,,,0.9294708236358866,0.915132958341314,,,,
antwerp,,,1.0334055619868516,,,,,,,0.7491352680179215,,,,,,,,
auckland,,1.156542076026708,,0.8661782966842745,0.9048377035715691,1.178281685838887,1.1350653188906674,1.2101624786531655,,1.2651552930100418,1.2069453417191442,1.2261606751657765,1.3246531379358601,,0.9844603221085683,,,1.2572305983148566
austin,,,,,,,,,,,,,,,,,,1.10002402963526
australianopen,0.8706267179422554,1.132315231408933,0.9416267078796392,0.9731722675829774,1.0664900585443589,1.0802446776934262,0.9471663098632591,1.0931049555124301,1.1909890121360962,1.2368211921156052,1.1535353906911732,1.1908347911514645,1.23953638251353,1.1606530791503693,0.9790764667778178,1.0193086153735498,1.0461471972624903,1.051270397400758
badgastein,,0.8585233468080813,1.250491650236377,0.8469437363724296,0.9162581545507442,0.9836597277678163,0.9817111427114628,0.9769178565940598,0.9094737221862174,0.8719743154105531,,,,,,,,
badhomburg,,,,,,,,,,,,,,,,1.2175011117643952,1.4363865395722717,
baku,,,,,,0.7384899705685075,0.827943321554472,0.7850611552407012,0.6864971326509895,0.8707793782974852,,,,,,,,
bali,,1.2795014111083125,1.0218722803661002,,,,,,,,,,,,,,,
bangalore,,,0.8161545489184089,,,,,,,,,,,,,,,
bangkok,,1.0377704874926093,,,,,,,,,,,,,,,,
barcelona,,,0.546211391300942,0.6086913899771524,0.5441039658441662,0.4344793381850289,0.7149861563769889,,,,,,,,,,,
bari5,,,,,,,,,,,,,,,,,1.0804941524711398,
bastad,,,,0.9319676449679286,0.9507256199693777,0.7962669309976057,0.6680840084155188,0.8813378235516605,0.8462291150745518,0.5858874495973962,0.8064878207723246,0.9266398657059447,,0.7052790596942563,,0.7578072236377992,,
bastad5,,,,,,,,,,,,,,,,,0.7130387433495168,
beijing,1.0245431653396975,0.9430061600492644,1.1416866598784832,0.9694912927638216,0.8519416465108265,0.8624210896307952,0.7865938519885958,0.7830697538665627,0.881945546255561,,0.9219688098941747,0.8314738659834643,0.7504196596265063,1.0028172839125495,,,,
belgrade,,,,,,,,,,,,,,,,0.667967669426261,,
belgrade5k,,,,,,,,,,,,,,,,0.7886801025468452,,
berlin,0.7758258168508396,0.7033704071896119,0.7663464812042254,,,,,,,,,,,,,1.280602702038654,1.3206943351647225,
biel,,,,,,,,,,,,1.1197576699110252,,,,,,
birmingham,1.7154282110193386,1.5562763742339585,1.3481564913650261,1.4930464232787772,1.699452852431728,1.4345831947227563,1.5857788623213636,1.38475738321099,1.3851343262044085,1.3162592680594778,1.4234926920468773,1.4123119644292745,1.2425389836483418,1.0629554525329765,,1.3612372118317528,1.26103665081552,
bogota,,,1.3611622414343498,1.578871364463606,1.0468281080954247,1.531006304316354,1.2409776772767351,1.2627482341482115,1.180086982560911,1.030109900777367,1.4122323787094384,0.6305743753268478,0.6724976652410943,1.1474002743506257,,0.5905623630687868,0.9730211866576165,1.1258917105006585
bol,,,,,,,,,,,0.6114297063088302,0.7067366542705292,0.4214338820262084,0.43500777745509317,,0.6594052549530923,,
brisbane,,,,1.0385517837683633,1.0540906161629129,1.2599000921480854,1.4180008884262352,1.602657435507872,,1.2090465363882046,1.2678695762084184,1.3028553978681143,1.3921713629737238,,1.3844403914424888,,,
brussels,,,,,,0.8399278113851268,0.9668446477588019,0.8863638208607386,,,,,,,,,,
bucharest,,,,,,,,,,0.9258080530860632,0.8223270549677586,0.8295543928897986,0.8308107091197907,0.9003108064313383,,,,
bucharest5,,,,,,,,,,,,,,,,,0.6412454964335622,
budapest,,,0.868358754202097,0.7439160842539259,0.8124235497718781,0.723257695708402,0.796921688799003,0.7118470923844631,,,,1.2855308019629132,1.2295163480074423,1.0819757194006363,,0.6810960373728334,0.7104000274015362,
budapest5,,,,,,,,,,,,,,,,,0.6849114266723654,
buenosaires,,,,,,,,,,,,,,,,0.672613214713625,,
buenosaires5,,,,,,,,,,,,,,,,,0.7665294149827819,
cali5,,,,,,,,,,,,,,,,,,1.0665952321047116
calvia,,,,,,,,,,,,1.3512762936103335,,,,,,
carlsbad,,,,,,,,1.206430484483922,,,,,,,,,,
catalonia,,,,,,,,,,,,,,,,,,0.5935190149674701
charleston,0.847529010451415,0.7656258274325779,0.8146315448121314,1.0524867436518608,0.9846346636259212,0.7381019378770911,1.0157119280192084,1.0010561470210573,0.7910536694315371,0.9510122930997187,0.8501313916658038,0.841007386038315,0.8470057034864443,0.7309695000394385,,0.8963142822543966,0.946238423413604,0.9661463306060742
charleston5k,,,,,,,,,,,,,,,,1.211404756131171,,
chennai,,,,,,,,,,,,,,,,,0.6816962862249495,
chicago,,,,,,,,,,,,,1.0338631228113941,,,1.001573772108694,,
chicago5,,,,,,,,,,,,,,,,1.0140418629549375,,
cincinnati,1.0880211750807272,1.1405500666469446,1.2795530332433507,0.9988689188129187,1.3203696300265866,1.0998216655618152,1.0883592668952262,1.1165960035595184,1.005358796596541,1.1374438248452894,1.204830121392724,1.048218355374188,1.1498091574449605,1.2593330995176741,1.1956762736686508,1.4645615441996094,1.240585422753128,
cleveland,,,,,,,,,,,,,,,,1.4736578421978648,1.0378999242155933,
clujnapoca,,,,,,,,,,,,,,,,1.0564031989868057,1.1842279963079878,
colina5,,,,,,,,,,,,,,,,,0.8059176799450424,
columbus5,,,,,,,,,,,,,,,,1.4361748887151073,,
concord,,,,,,,,,,,,,,,,0.9307598039493701,,
concord5,,,,,,,,,,,,,,,,,1.119681979415996,
contrexeville5,,,,,,,,,,,,,,,,,0.7654105238452871,
copenhagen,,,,,1.2863357144436822,1.4369440651720895,1.3482035993373296,,,,,,,,,,,
courmayeur,,,,,,,,,,,,,,,,1.5465376525474248,,
dalian,,,,,,,,,,,0.9120861066556151,1.1219123013431453,,,,,,
dallas,,,,,,0.9604309543966569,0.9614817467954586,,,,,,,,,,,
doha,0.7339682628643245,0.7959925018477326,0.7910013783175726,,,0.9665371962832472,0.7840438724440284,0.799138359519891,0.9570907544720506,0.8250106868670832,0.8857405443901747,1.0003350191730318,0.8409210219675286,0.8902992655255573,1.0192213751536312,0.6833762043376692,0.9644452300826589,1.0612838577425945
dubai,0.8521788354562835,1.0015740924328684,0.7779416343091291,1.0938234079764708,0.9842983526229294,0.7995629396726031,0.9258317447779959,0.985615428451068,0.9984065175610874,1.1037715322842265,0.8197257279768082,0.8842573053567345,0.9538465460771264,1.046007282305508,0.9255263597109417,0.889153294033422,1.0968652770252765,1.0832441596660973
dubaiausopenqualies,,,,,,,,,,,,,,,,1.0564549804308483,,
eastbourne,1.2430921256201353,1.4923348852319411,1.0295491844587512,1.0659695681003545,1.517963191273697,1.0825840511390972,1.2800795076691684,1.2320535017472705,1.5333568181815833,1.2647102819755716,1.207942396128971,1.0597335043969756,1.138535567044855,1.043246846449912,,1.2102006086414678,1.1235696654774967,
estoril,0.6813111048890093,0.7230104280772779,0.5911177653743293,0.8291229720471196,0.6908741920949013,0.7425107590417782,0.6949406291248129,,,,,,,,,,,
fes,,,1.1988754722383244,0.6279997265649321,1.0439196841012957,0.7439189059893945,0.7567794802945456,,,,,,,,,,,
florianopolis,,,,,,,,0.8856571617201132,1.107169474313161,0.4719080276582005,1.105614734454498,,,,,,,
fortworthfinals,,,,,,,,,,,,,,,,,0.7372964516934719,
gaiba5,,,,,,,,,,,,,,,,,1.146268064239692,
gdynia,,,,,,,,,,,,,,,,0.7515306345862168,,
gippslandtrophy,,,,,,,,,,,,,,,,1.1718568671570888,,
goldcoast,,1.1863072496980867,,,,,,,,,,,,,,,,
grampianstrophy,,,,,,,,,,,,,,,,1.103969243011619,,
granby,,,,,,,,,,,,,,,,,1.040876511814203,
gstaad,,,,,,,,,,,0.9913731344015123,0.9795241603736154,1.0710426703053295,,,,,
guadalajara,,,,,,,,,,,,,,1.2505325700430385,,1.1315281352481188,1.1312037683055065,
guadalajarafinals,,,,,,,,,,,,,,,,1.3591879100762783,,
guangzhou,,,1.1022024606517502,1.322228792163763,1.379525167750441,1.2131989519828321,0.9767516019309602,1.0924424992972315,1.0067465554273611,,1.1484546283308181,1.1970353815683017,0.9364196264635802,1.3443127233574028,,,,
hamburg,,,,,,,,,,,,,,,,0.9509380163068206,0.7991513842650193,
hiroshima,,,,,,,,,,,,,1.2767214564687124,1.0810333506075547,,,,
hobart,,0.9701152205963535,0.9101729095968146,0.9146931592242098,1.010089012770381,1.0725911538060489,0.915357827981212,1.107233488535987,0.9078593949765176,1.3592320946068919,1.1563996206242975,1.0101356456481927,0.9317691072713055,1.3010269452197611,0.8685625460469173,,,1.1796729387046105
hongkong,,,,,,,,,1.0944266925071102,,0.6949671705489425,1.0453930583041162,1.0855453871611251,,,,,
honolulu,,,,,,,,,,,1.238758075750088,0.9865717291286433,,,,,,
houston,,,,,,,,,,,,,0.88376356428973,0.6878746252610711,,,,
huahin,,,,,,,,,,,,1.2326123743327246,,0.8373299264108053,0.9040315278689802,,,0.6945077524723082
iasi5,,,,,,,,,,,,,,,,,0.9584436538248798,
indianwells,0.7837899642992503,1.124272031231929,0.7452842829430177,0.8854452421210727,0.821898751058928,0.9435011487751745,0.9078448902305569,0.7722393344731099,0.9882082022474215,0.9022756586702451,0.9070911520698889,0.8753511113483707,0.9331820649107581,0.7883015096117433,,0.7893593987344577,0.8144603403432358,0.9464294067380314
indianwells5k,,,,,,,,,,,,,0.8610274243306182,0.9078859054574826,0.5981869459698841,,,
istanbul,,0.9233556428400386,0.7275610583721073,0.9598223700534964,0.9794956189345481,,,,0.8957518251049728,0.8619592798449579,0.5783825655002807,0.5032944273146616,0.6241591710285229,0.4006529433649522,0.68646014461785,0.4426197410621926,0.5561007897328866,
japanopen,,1.929468757051396,1.1485799363497464,,,,,,,,,,,,,,,
japanopentokyo,,,,,,,,,,,1.0675053032947277,,,,,,,
jurmala,,,,,,,,,,,,,,1.0349345416204616,,,,
kaohsiung,,,,,,,,,,,1.0593917973278824,,,,,,,
karlsruhe,,,,,,,,,,,,,,0.8398134099783267,,0.9282594002071398,,
karlsruhe5,,,,,,,,,,,,,,,,,0.8046441038509587,
katowice,,,,,,,,1.0028463260231364,1.093580230798549,0.9495274156774952,0.9953137618054104,,,,,,,
kolkata,,0.9604429640729294,,,,,,,,,,,,,,,,
kualalumpur,,,,,0.9783822301726801,1.3233445156505352,1.4548018362873885,1.5690851105245418,1.2301044641265215,1.1590233678861004,1.3572165591136918,1.414874115440785,,,,,,
lausanne,,,,,,,,,,,,,,0.9255435274426308,,1.1632717582029588,0.9373843134932103,
lexington,,,,,,,,,,,,,,,0.9837155579664705,,,
limgoes,,,,,,,,,1.1505558601987196,,,,,,,,,
limoges,,,,,,,,,,,1.0672946087508308,1.2807771595373227,1.394941703142,1.3783868032943294,,1.041351056172199,,
limoges5,,,,,,,,,,,,,,,,,1.01196304307283,
linz,1.127511042703844,0.9913589448593969,1.0180437263655921,1.015285288685354,1.0199675630188492,0.9058529332852747,0.9079641855813936,0.9735313929457994,0.9776022994271409,,1.2440814608560555,0.9945311062608766,1.037173128187841,0.8283498877269645,1.197278354167095,1.1682309932978632,,0.9816728957600107
losangeles,1.1926795884289922,1.0442776308784538,1.0099231029941225,1.016997921612357,,,,,,,,,,,,,,
lugano,,,,,,,,,,,,,0.6931439185897701,0.7667501523302239,,,,
luxembourg,1.2125871254802516,0.9516659559910283,0.883810852356843,0.9786597631592424,1.0792607599131747,0.927142661179316,1.0614197813038138,0.8762854206073756,0.878208075809002,,1.1832174520176462,1.184085872339041,1.2034876087530972,1.4663814524902337,,1.2728375721899794,,
lyon,,,,,,,,,,,,,,,1.28073847840886,0.9432535794029469,1.0100685252705506,1.088844577463802
madrid,,,,0.91479571606349,1.0373953603271817,1.0531361409782967,1.4290250787076582,1.0193311338405806,1.000520538483429,1.074547023761359,0.810058343466971,0.8455590578200098,0.9520115614360538,0.8635959684056385,,0.9475960866643451,0.9288097639906268,0.9772556870165745
makarska5,,,,,,,,,,,,,,,,,0.8620638491997833,
mallorca,,,,,,,,,,,1.1549710413699106,,1.5067067905581921,1.2420417236909984,,,,
marbella,,,,0.493658329373327,0.7470133500707902,0.7240098219798743,,,,,,,,,,,,
marbella5,,,,,,,,,,,,,,,,,0.8401757432803264,
marrakech,,,,,,,,0.9136844967059656,0.8564693135397862,0.6313601067490711,,,,,,,,
melbourne,,,,,,,,,,,,,,,,,1.0557004124166676,
memphis,1.355724517229643,1.695834422044561,1.556371675180455,1.3861526796478125,1.4028963293181815,1.2636559228208386,1.3453900434897594,1.1935445882082132,,,,,,,,,,
merida,,,,,,,,,,,,,,,,,,1.1506037686967872
miami,0.8748311366594171,0.8712783669527568,1.0479544623729367,0.9103747804173912,0.95452631436292,0.7794363036254449,0.8849917264247568,1.028942193874313,1.015084180519433,0.7887253117825936,0.940051809139078,0.7698123749720402,0.9540064173868043,0.9563739522195445,,0.9055447066417774,0.9446428083404355,1.245652521857726
midland,,,,,,,,,,,,,,,,1.0297438726417003,,
midland5,,,,,,,,,,,,,,,,,1.2700832877087163,
monastir,,,,,,,,,,,,,,,,,0.5744299131678704,
monterrey,,,,1.3610720546368937,1.3443534270066857,1.1932487427131995,1.1772175168204946,1.1068820321307138,1.4943674753785592,0.8392011254554989,1.2126775464306696,1.544637174384398,1.4076642733887148,1.2528511931478357,1.4152953363941496,1.192066988509397,1.054876535920328,1.4245402517121177
montevideo,,,,,,,,,,,,,,,,0.6434415308319622,,
montevideo5,,,,,,,,,,,,,,,,,0.6502440146248017,
montreal,1.1050160167862106,,1.3409223754850197,,0.8782567859743836,,1.3426833862289718,,1.2075411327165524,,1.2003746584735935,,1.0987961011658343,,,1.0985684958706885,,
moscow,1.3470453885189015,0.8130718019929667,1.2771956390037562,1.097425483862237,0.876702460257306,1.0575954910342613,1.050786962539556,0.9540633824354936,1.204459230878404,,0.588356477535472,1.228130770321431,1.0437375043937902,1.0106285571186489,,0.8786266170303505,,
mumbai,,,,,,,,,,,,0.8912177384689516,0.8908952248664501,,,,,
nanchang,,,,,,,,,1.1916592550088718,,1.134423565842934,1.0734343365134944,1.1646531865289567,1.2705812325409729,,,,
newhaven,,1.227263091505881,1.0346133951948602,0.9318629002907334,0.9850486969081467,1.0301861079659498,1.193701361784294,1.27605175259734,1.0608971052425689,1.0140457095590028,0.8990508328324556,1.1696548660907393,1.0647051839387656,1.0134697219723536,,,,
newportbeach,,,,,,,,,,,,,0.7551599389180127,0.9693111998532352,0.7943918905394637,,,
newyork,,,,,,,,,,,,,,1.2560717998462734,,,,
ningbo,,,,,,,,,0.9528218956468184,,,,,,,,,
nottingham,,,,,,,,,,0.8604111015758681,1.351975436896368,1.196660252453791,1.3192025583164155,1.4278073279114583,,1.4136758382629941,1.2498359590995203,
nuremberg,,,,,,,,1.0034898780776877,0.987656439786928,0.7546061265257494,,,,,,,,
nurnberg,,,,,,,,,,,0.7219117085546637,1.042828269159885,1.0431039181299246,0.8759019720628991,,,,
nursultan,,,,,,,,,,,,,,,,1.1146167948849364,,
oeiras,,,,,,,,0.705865537838326,0.6342126164134354,,,,,,,,,
olympics,,,,,,,1.327560724378575,,,,0.8472944370966317,,,,,,,
osaka,,,,1.2389239212013001,1.360384592583434,1.0628139701393158,1.0702782011043446,1.0544089732656774,1.119051052103817,,,,,0.9211820382607354,,,,
ostrava,,,,,,,,,,,,,,,0.916432753799938,1.2107937118155423,1.2441527142140907,
palermo,,,,0.40835380363755436,0.8687197893445163,0.7197883857689745,1.0773705541319043,0.8461767395536532,,,,,,0.7265887684143392,0.889412186333055,1.1479695919329542,0.9294666305911667,
paris,0.812605091665907,1.5454625431128275,1.426235993698757,0.9575272335607454,1.4301393053273785,1.4040266662080123,1.0566397831762582,1.17823244831516,1.0840779489237875,,,,,,,,,
paris5,,,,,,,,,,,,,,,,,1.123661538543553,
parma,,,,,,,,,,,,,,,,0.9340542087710177,0.7928838282640587,
pattaya,,,1.2646109500400051,1.377360773634524,1.0609630463564261,1.289790385544118,1.2813212954574946,1.412571058054362,1.3737078937544014,1.4024159591769814,,,,,,,,
phillipislandtrophy,,,,,,,,,,,,,,,,1.1021748776874423,,
pontevedrabeach,,,,0.7675861033564074,0.916198683887986,,,,,,,,,,,,,
portoroz,,1.250885681538148,0.8079886557076075,0.7716700846249743,1.152645266644067,,,,,,,,,,,0.6829262448980298,0.9453133002552647,
prague,,1.1659124336687865,0.8438402749088517,0.9491527292794333,0.80370913843677,,,,,1.2807065726426454,1.1231441189023652,1.007396980984974,1.0574123959290918,0.7549148486083047,0.6950971659409239,1.1157516838832957,0.8796212321826733,
quebeccity,,,,1.2654921548188118,1.5656591681573497,1.3657130869120098,1.4260303429385717,,1.407628250762546,,1.6016913918228648,1.4975629061157407,1.2458294661243525,,,,,
rabat,,,,,,,,,,,0.5148083303155313,0.6107614521582,0.6828764034899666,0.7369470514480478,,,0.8147609485665352,
riodejaneiro,,,,,,,,,0.8614153056853395,0.7417322789199706,0.859812720667015,,,,,,,
rolandgarros,0.827120757714689,0.8511142567160207,0.9489863425107379,0.8713703164478611,1.0020139817996976,0.8632819794005204,0.9465740897262048,0.8388426858335885,0.8283138103247711,0.8421185037182544,0.775840100731915,0.8002304826684327,0.766294204065449,0.8309474762453453,0.5729346963966117,0.7856725235985184,0.8013159464133183,
rome,0.8276356322419669,0.6833190107193094,0.7693906270577965,0.6605220675866615,0.8452367119364135,0.6875982225308372,0.7549608812228024,0.7486956083309868,0.8293949658038706,0.8750796278571314,0.8875541649026699,0.881428940989976,0.8475285112295923,1.0204896841090085,0.6799425888384537,0.8170786772011381,0.6999291484041885,
rouen5,,,,,,,,,,,,,,,,,0.999065518180674,
saintmalo,,,,,,,,,,,,,,,,0.7041217069757266,,0.577629473433553
saintmalo5,,,,,,,,,,,,,,,,,0.5795422817827968,
sanantonio,,,,,,,,,,,1.0110453034769773,,,,,,,
sandiego,1.3965759705612586,0.9944484865856723,,,1.1970772616385152,1.0436930257034136,1.2723880779057253,,,,,,,,,,0.847533263004394,
sanjose,,,,,,,,,,,,,1.0010691759015549,1.0497890117395527,,1.2178277450360373,1.002875244589553,
sanluispotosi5,,,,,,,,,,,,,,,,,,0.8410160335343879
seoul,,0.7404811387178823,0.9634083200604482,0.7945621239710658,1.0107585275801487,0.7506400423907817,0.9396177501849889,1.232631522130865,1.147913265706093,,0.9535261714603485,1.0344004267135964,0.977649094934135,1.2257899598562032,,1.1907277795610776,0.9873306712096628,
shenzhen,,,,,,,0.7583457470062012,0.9755344434801463,,1.0957483061127753,1.3838620136294388,1.2464984807711093,0.8134385111738484,,1.2976035886690287,,,
shenzhenfinals,,,,,,,,,,,,,,1.1933865064338929,,,,
shertogenbosch,,1.5136655974802549,1.3896084377055877,0.9712305002406808,1.416708248428728,1.1680627563285106,1.3296316053607713,1.2541223665865318,1.057164914069277,1.3964388269940908,1.0956405847330708,1.4684647009466594,1.5027728036218575,1.1276087204396836,,,0.9941088903979235,
singapore,,,,,,,,,,,0.8722287297411593,0.9226318772917639,0.8740921074295477,,,,,
st.petersburg,,,,,,,,,,,1.2069251725752395,1.0251086418375253,1.0563941187219776,1.0997404108271065,1.1743463068008688,0.9732248169307937,1.174326861000646,
stanford,,1.4263910740737034,1.200477781834481,1.2085429199645825,1.1464194041730116,1.2201152705558125,1.442012528922906,1.144010187267807,1.037540797845914,1.0202220485223954,1.1995792015039062,0.8355771611015796,,,,,,
stockholm,,0.8684775753187396,0.9882389809343015,,,,,,,,,,,,,,,
strasbourg,,1.2897526412297529,0.7902212887525517,1.147695332163552,0.845117908657319,1.04650251306356,0.8941087141196101,,1.0940401145594731,0.925310313207124,1.0119701979052473,0.9448165774465882,1.0571854504617064,1.009838808494703,0.6637847337583217,1.1548385393631253,1.0902187871047395,
stuttgart,1.1227060961002853,1.2185225617378201,1.1465593511620427,0.9640819478992684,1.143122273330762,1.1325210053960302,1.3358638818082305,1.032965613233348,1.4284381785575515,1.2524118475088846,1.035557939781017,1.1697982446577535,1.1207605613871332,1.1179728572981447,,1.1728017476355705,1.0185013761440516,0.9951139315152733
suzhou,,,,,,,,,1.0914083604872487,,,,,,,,,
sydney,0.8148338051437388,0.8756072828511456,1.0525120350275556,0.895681458217519,0.9375178494904483,1.0319338031834664,0.9975456104355189,1.178528490614158,1.1573784464608239,1.4146330180237143,1.0641408261089642,1.1463495115797069,1.2304128631207905,1.2237690736631979,,,1.217598494656329,
taipei,,,,,,,,,1.9455558138439648,,1.2825151212441892,1.3650652802423653,1.0090101799168372,1.2024299623549144,,,,
tallinn,,,,,,,,,,,,,,,,,1.0616591707365315,
tampico,,,,,,,,,,,,,,,,,0.9691036278554508,
tashkent,,,,1.5393466275302836,1.4191829398145448,1.3360300763949453,1.4382307735134245,1.2205149624625158,1.3981567754167323,,1.2160160477546587,1.1109691620649544,1.4389842440165963,0.7353742627983044,,,,
tenerife,,,,,,,,,,,,,,,,1.127354160999664,,
tianjin,,,,,,,,,,,1.1402078460266507,0.9607219505527651,0.9480786356625941,1.0181030495909174,,,,
tokyo,1.3607079723721032,1.0987546769415788,1.3266403915814333,1.0549055864397685,0.9700154567765209,1.0240401301821307,1.138403082989176,1.0337751867282412,1.0866722482546594,,1.2207961436090862,1.1163808077246224,1.2722200852365855,,,,1.3636540548907934,
toronto,,0.9366920937543759,,0.8486181444469594,,0.8917484704204325,,0.8730695139469418,,0.8437428412527833,,0.9579768471640471,,1.24258915519012,,,1.0555938060840953,
unitedcup,,,,,,,,,,,,,,,,,,0.8033895201534289
usopen,1.1690526291001835,1.01557660895093,1.063826905821295,1.0122211962063863,1.0636107880457204,1.062034243299974,1.1245535332825245,1.0145192731434223,1.1038360378695413,1.1895001426208476,1.0332040250153718,0.9243631231022315,1.0432677561350556,1.025160769431212,1.142592650053434,1.3608934848302687,1.1807693117382325,
valencia5,,,,,,,,,,,,,,,,,0.6991869314814253,
vancouver5,,,,,,,,,,,,,,,,,0.8697996594142049,
vinadelmar,,,1.1472581199907286,,,,,,,,,,,,,,,
w00wiesbaden,,,,,,,,,,,,,,,,,0.6080790871137564,
warsaw,,1.1596028059118226,,0.6985075304454257,1.0324003998366742,,,,,,,,,,,,0.8086651368312402,
washington,,,,,,1.4012415153254998,1.1989788787812645,1.3039838901766483,0.9608739068786777,1.5052220789809754,1.2907647573874172,1.2882456247138048,0.9950361741907096,1.2373381910388639,,,1.1398487291806625,
wimbledon,1.343173632463748,1.2257737092275454,1.1488434045658698,1.2511514648789632,1.5767698459467854,1.25064155221988,1.2464998708982835,1.2269266533037877,1.3068817455154877,1.2180433045780172,1.034031396189689,1.0718641376497053,1.086392360002425,1.0789424332063746,,1.1274080124918782,1.1651129888421825,
wtachampionships,,,,,1.0880080968211,1.2096576213258274,1.1882080559671826,0.9298625295053661,,,,,,,,,,
wtafinals,,,,,,,,,0.9718834343563821,,,,,,,,,
wtatourchampionships,0.7380301365370424,0.9414893254407612,0.7887601286351941,1.4368329786877574,,,,,,,,,,,,,,
wuhan,,,,,,,,,1.086109743171874,,1.1112364869071216,0.9903819700602975,0.9414035203181194,1.1037998281378798,,,,
yarravalleyclassic,,,,,,,,,,,,,,,,0.9904818919031482,,
zhengzhou,,,,,,,,,,,,1.1660562234095528,0.7003250066588264,1.2235903221084985,,,,
zhuhai,,,,,,,,,,,1.1068840957060817,0.8629866528170422,0.9726262211712327,1.0091867077711434,,,,
zurich,1.2291397833004611,0.9946001384373341,0.840483934196577,,,,,,,,,,,,,,,
